Zip,Territory,Region
27803,NC RALEIGH,EAST
36768,AL BIRMINGHAM,SOUTH
28320,NC WILMINGTON,EAST
33570,FL TAMPA,SOUTH
31063,GA ATLANTA SOUTH,SOUTH
13501,NY BUFFALO,EAST
86305,AZ ARIZONA,WEST
33713,FL TAMPA,SOUTH
14020,NY BUFFALO,EAST
92057,CA SAN DIEGO,WEST
23141,VA ALEXANDRIA,EAST
77029,TX HOUSTON NORTH,CENTRAL
28205,NC CHARLOTTE,SOUTH
94621,CA SAN FRANCISCO EAST,WEST
2445,CT HARTFORD,EAST
37757,TN KNOXVILLE,CENTRAL
7940,NJ NORTHERN,NORTH
37912,TN KNOXVILLE,CENTRAL
12771,NY WESTCHESTER,EAST
60559,IN INDIANAPOLIS NORTH,EAST
76016,TX FORT WORTH,CENTRAL
11788,NY LONG ISLAND EAST,NORTH
15330,PA PITTSBURGH,EAST
42749,KY LOUISVILLE,EAST
31639,FL JACKSONVILLE,SOUTH
15110,PA PITTSBURGH,EAST
92883,CA RIVERSIDE,WEST
47111,KY LOUISVILLE,EAST
28466,NC WILMINGTON,EAST
30066,GA ATLANTA NORTH,SOUTH
19465,PA PHILADELPHIA SOUTH,NORTH
27325,NC CHARLOTTE,SOUTH
44657,PA PITTSBURGH,EAST
30477,GA ATLANTA SOUTH,SOUTH
16056,PA PITTSBURGH,EAST
70554,LA NEW ORLEANS,SOUTH
60406,IN INDIANAPOLIS NORTH,EAST
90680,CA IRVINE,WEST
91602,CA LOS ANGELES NORTH,WEST
72951,OK OKLAHOMA CITY,CENTRAL
48005,MI DETROIT,EAST
33408,FL WEST PALM BEACH,SOUTH
85004,AZ ARIZONA,WEST
24013,VA ALEXANDRIA,EAST
30241,GA ATLANTA SOUTH,SOUTH
27712,NC RALEIGH,EAST
19805,PA PHILADELPHIA SOUTH,NORTH
88030,TX EL PASO,CENTRAL
70043,LA NEW ORLEANS,SOUTH
18013,PA PHILADELPHIA NORTH,NORTH
14036,NY BUFFALO,EAST
19015,PA PHILADELPHIA SOUTH,NORTH
46041,IN INDIANAPOLIS NORTH,EAST
22314,VA ALEXANDRIA,EAST
29666,SC GREENVILLE,SOUTH
7647,NJ HACKENSACK,NORTH
28761,SC GREENVILLE,SOUTH
44133,PA PITTSBURGH,EAST
78052,TX AUSTIN,CENTRAL
2090,CT HARTFORD,EAST
40220,KY LOUISVILLE,EAST
28390,NC WILMINGTON,EAST
36609,LA NEW ORLEANS,SOUTH
7755,NJ CENTRAL,NORTH
76011,TX FORT WORTH,CENTRAL
66605,MO KANSAS CITY,CENTRAL
31031,GA ATLANTA SOUTH,SOUTH
6426,CT HARTFORD,EAST
15714,PA PITTSBURGH,EAST
19106,PA PHILADELPHIA SOUTH,NORTH
7071,NJ NORTHERN,NORTH
86323,AZ ARIZONA,WEST
43074,PA PITTSBURGH,EAST
18344,NY WESTCHESTER,EAST
8824,NJ CENTRAL,NORTH
88345,TX EL PASO,CENTRAL
30529,SC GREENVILLE,SOUTH
78232,TX AUSTIN,CENTRAL
8550,NJ CENTRAL,NORTH
38637,TN NASHVILLE,CENTRAL
70363,LA NEW ORLEANS,SOUTH
20903,MD BETHESDA SOUTH,EAST
30277,GA ATLANTA SOUTH,SOUTH
47515,KY LOUISVILLE,EAST
73728,OK OKLAHOMA CITY,CENTRAL
36605,LA NEW ORLEANS,SOUTH
94519,CA SAN FRANCISCO EAST,WEST
50322,MO KANSAS CITY,CENTRAL
20001,MD BETHESDA SOUTH,EAST
7502,NJ HACKENSACK,NORTH
33138,FL MIAMI,SOUTH
85638,AZ ARIZONA,WEST
90802,CA LONG BEACH,WEST
39565,LA NEW ORLEANS,SOUTH
8003,NJ SOUTHERN,NORTH
85743,AZ ARIZONA,WEST
19142,PA PHILADELPHIA SOUTH,NORTH
28083,NC CHARLOTTE,SOUTH
29569,NC WILMINGTON,EAST
91387,CA LOS ANGELES NORTH,WEST
33301,FL WEST PALM BEACH,SOUTH
92301,CA RIVERSIDE,WEST
33585,FL ORLANDO,SOUTH
42347,KY LOUISVILLE,EAST
19150,PA PHILADELPHIA NORTH,NORTH
81623,CO SOUTH,WEST
92110,CA SAN DIEGO,WEST
95620,CA SAN FRANCISCO EAST,WEST
14432,NY BUFFALO,EAST
80759,CO SOUTH,WEST
74437,OK OKLAHOMA CITY,CENTRAL
70512,LA NEW ORLEANS,SOUTH
32413,FL TALLAHASSEE,SOUTH
8004,NJ SOUTHERN,NORTH
14092,NY BUFFALO,EAST
60620,IN INDIANAPOLIS NORTH,EAST
8310,NJ SOUTHERN,NORTH
34786,FL ORLANDO,SOUTH
44202,PA PITTSBURGH,EAST
72437,TN NASHVILLE,CENTRAL
27557,NC RALEIGH,EAST
92116,CA SAN DIEGO,WEST
15690,PA PITTSBURGH,EAST
28697,NC CHARLOTTE,SOUTH
37645,TN KNOXVILLE,CENTRAL
8830,NJ CENTRAL,NORTH
48911,MI DETROIT,EAST
16630,PA PITTSBURGH,EAST
79731,TX EL PASO,CENTRAL
7462,NJ HACKENSACK,NORTH
79065,TX EL PASO,CENTRAL
19130,PA PHILADELPHIA NORTH,NORTH
45420,KY LOUISVILLE,EAST
20011,MD BETHESDA SOUTH,EAST
96002,CA SAN FRANCISCO EAST,WEST
85118,AZ ARIZONA,WEST
8055,NJ SOUTHERN,NORTH
20646,MD BETHESDA SOUTH,EAST
30213,GA ATLANTA SOUTH,SOUTH
79029,TX EL PASO,CENTRAL
7666,NJ HACKENSACK,NORTH
802,FL MIAMI,SOUTH
8088,NJ SOUTHERN,NORTH
32433,FL TALLAHASSEE,SOUTH
44119,PA PITTSBURGH,EAST
11416,NY QUEENS,NORTH
37061,TN NASHVILLE,CENTRAL
34134,FL MIAMI,SOUTH
77346,TX HOUSTON NORTH,CENTRAL
91201,CA LOS ANGELES NORTH,WEST
81224,CO SOUTH,WEST
20785,MD BETHESDA SOUTH,EAST
75189,TX DALLAS,CENTRAL
90302,CA LONG BEACH,WEST
20816,MD BETHESDA SOUTH,EAST
21666,MD BETHESDA SOUTH,EAST
44621,PA PITTSBURGH,EAST
95405,CA SAN FRANCISCO EAST,WEST
89706,CA SACRAMENTO,WEST
24874,KY LOUISVILLE,EAST
13032,NY BUFFALO,EAST
93117,CA SAN JOSE,WEST
6461,CT BRIDGEPORT,EAST
46936,IN INDIANAPOLIS NORTH,EAST
921,FL MIAMI,SOUTH
1199,CT BRIDGEPORT,EAST
39823,GA ATLANTA SOUTH,SOUTH
28630,NC CHARLOTTE,SOUTH
2895,CT HARTFORD,EAST
15314,PA PITTSBURGH,EAST
77371,TX HOUSTON NORTH,CENTRAL
60061,IN INDIANAPOLIS NORTH,EAST
37146,TN NASHVILLE,CENTRAL
80231,CO SOUTH,WEST
42031,KY LOUISVILLE,EAST
92394,CA RIVERSIDE,WEST
85747,AZ ARIZONA,WEST
1520,CT HARTFORD,EAST
8005,NJ SOUTHERN,NORTH
75147,TX DALLAS,CENTRAL
80108,CO SOUTH,WEST
72701,OK OKLAHOMA CITY,CENTRAL
81303,CO SOUTH,WEST
66002,MO KANSAS CITY,CENTRAL
27983,NC RALEIGH,EAST
14569,NY BUFFALO,EAST
76309,TX FORT WORTH,CENTRAL
89086,NV LAS VEGAS,WEST
80215,CO SOUTH,WEST
75225,TX DALLAS,CENTRAL
75418,TX IRVING,CENTRAL
28097,NC CHARLOTTE,SOUTH
26104,KY LOUISVILLE,EAST
77571,TX HOUSTON NORTH,CENTRAL
78228,TX AUSTIN,CENTRAL
14059,NY BUFFALO,EAST
95448,CA SAN FRANCISCO EAST,WEST
87120,TX EL PASO,CENTRAL
19473,PA PHILADELPHIA NORTH,NORTH
47541,KY LOUISVILLE,EAST
33184,FL MIAMI,SOUTH
6070,CT HARTFORD,EAST
20707,MD BETHESDA SOUTH,EAST
12586,NY WESTCHESTER,EAST
7675,NJ HACKENSACK,NORTH
39845,GA ATLANTA SOUTH,SOUTH
79110,TX EL PASO,CENTRAL
28357,NC WILMINGTON,EAST
11756,NY LONG ISLAND EAST,NORTH
42078,KY LOUISVILLE,EAST
43065,PA PITTSBURGH,EAST
95632,CA SAN JOSE,WEST
39482,LA NEW ORLEANS,SOUTH
29161,NC CHARLOTTE,SOUTH
60532,IN INDIANAPOLIS NORTH,EAST
34683,FL TAMPA,SOUTH
12144,NY WESTCHESTER,EAST
15658,PA PITTSBURGH,EAST
10155,NY MANHATTAN,NORTH
14548,NY BUFFALO,EAST
40204,KY LOUISVILLE,EAST
90044,CA LONG BEACH,WEST
46368,IN INDIANAPOLIS NORTH,EAST
21223,MD BETHESDA SOUTH,EAST
34116,FL MIAMI,SOUTH
32780,FL WEST PALM BEACH,SOUTH
33778,FL TAMPA,SOUTH
35592,AL BIRMINGHAM,SOUTH
22959,VA ALEXANDRIA,EAST
43209,PA PITTSBURGH,EAST
13205,NY BUFFALO,EAST
11792,NY LONG ISLAND EAST,NORTH
85748,AZ ARIZONA,WEST
95207,CA SAN JOSE,WEST
46268,IN INDIANAPOLIS NORTH,EAST
21078,MD BETHESDA SOUTH,EAST
95634,CA SACRAMENTO,WEST
42261,KY LOUISVILLE,EAST
32505,FL TALLAHASSEE,SOUTH
20622,MD BETHESDA SOUTH,EAST
75551,TX DALLAS,CENTRAL
75077,TX IRVING,CENTRAL
77535,TX HOUSTON NORTH,CENTRAL
92392,CA RIVERSIDE,WEST
12037,NY WESTCHESTER,EAST
92284,CA RIVERSIDE,WEST
13060,NY BUFFALO,EAST
25827,KY LOUISVILLE,EAST
11411,NY LONG ISLAND WEST,NORTH
7936,NJ NORTHERN,NORTH
8251,NJ SOUTHERN,NORTH
19151,PA PHILADELPHIA SOUTH,NORTH
10989,NY WESTCHESTER,EAST
14622,NY BUFFALO,EAST
81652,CO SOUTH,WEST
77038,TX HOUSTON NORTH,CENTRAL
60073,IN INDIANAPOLIS NORTH,EAST
77396,TX HOUSTON NORTH,CENTRAL
19607,PA PHILADELPHIA SOUTH,NORTH
7024,NJ HACKENSACK,NORTH
70070,LA NEW ORLEANS,SOUTH
7420,NJ HACKENSACK,NORTH
70560,LA NEW ORLEANS,SOUTH
68310,MO KANSAS CITY,CENTRAL
2893,CT HARTFORD,EAST
95453,CA SAN FRANCISCO EAST,WEST
6525,CT BRIDGEPORT,EAST
22181,VA ALEXANDRIA,EAST
95113,CA SAN JOSE,WEST
35956,AL HUNTSVILLE,CENTRAL
48386,MI DETROIT,EAST
1949,CT HARTFORD,EAST
50022,MO KANSAS CITY,CENTRAL
33050,FL MIAMI,SOUTH
33013,FL MIAMI,SOUTH
28456,NC WILMINGTON,EAST
10928,NY WESTCHESTER,EAST
35812,AL HUNTSVILLE,CENTRAL
24244,TN KNOXVILLE,CENTRAL
15825,PA PITTSBURGH,EAST
30009,GA ATLANTA NORTH,SOUTH
32208,FL JACKSONVILLE,SOUTH
75060,TX IRVING,CENTRAL
75019,TX IRVING,CENTRAL
11763,NY LONG ISLAND EAST,NORTH
91732,CA LOS ANGELES NORTH,WEST
19135,PA PHILADELPHIA NORTH,NORTH
32052,FL TALLAHASSEE,SOUTH
75244,TX IRVING,CENTRAL
32626,FL TALLAHASSEE,SOUTH
38855,AL HUNTSVILLE,CENTRAL
70002,LA NEW ORLEANS,SOUTH
20906,MD BETHESDA SOUTH,EAST
91803,CA LOS ANGELES NORTH,WEST
64079,MO KANSAS CITY,CENTRAL
14026,NY BUFFALO,EAST
85390,AZ ARIZONA,WEST
32063,FL JACKSONVILLE,SOUTH
44254,PA PITTSBURGH,EAST
68105,MO KANSAS CITY,CENTRAL
31089,GA ATLANTA SOUTH,SOUTH
33137,FL MIAMI,SOUTH
85737,AZ ARIZONA,WEST
68144,MO KANSAS CITY,CENTRAL
19809,PA PHILADELPHIA SOUTH,NORTH
75094,TX DALLAS,CENTRAL
94925,CA SAN FRANCISCO EAST,WEST
32439,FL TALLAHASSEE,SOUTH
70122,LA NEW ORLEANS,SOUTH
20060,MD BETHESDA SOUTH,EAST
26150,KY LOUISVILLE,EAST
60607,IN INDIANAPOLIS NORTH,EAST
34114,FL MIAMI,SOUTH
12742,NY WESTCHESTER,EAST
95973,CA SACRAMENTO,WEST
15563,PA PITTSBURGH,EAST
44047,PA PITTSBURGH,EAST
2864,CT HARTFORD,EAST
45817,MI DETROIT,EAST
15021,PA PITTSBURGH,EAST
85929,AZ ARIZONA,WEST
15697,PA PITTSBURGH,EAST
28714,SC GREENVILLE,SOUTH
33510,FL TAMPA,SOUTH
11417,NY QUEENS,NORTH
89139,NV LAS VEGAS,WEST
33162,FL MIAMI,SOUTH
44039,PA PITTSBURGH,EAST
43430,MI DETROIT,EAST
38112,TN NASHVILLE,CENTRAL
32643,FL TALLAHASSEE,SOUTH
64468,MO KANSAS CITY,CENTRAL
15946,PA PITTSBURGH,EAST
60429,IN INDIANAPOLIS NORTH,EAST
92313,CA RIVERSIDE,WEST
14620,NY BUFFALO,EAST
94507,CA SAN FRANCISCO EAST,WEST
49265,MI DETROIT,EAST
11104,NY QUEENS,NORTH
8060,NJ SOUTHERN,NORTH
8827,NJ CENTRAL,NORTH
7421,NJ HACKENSACK,NORTH
60585,IN INDIANAPOLIS NORTH,EAST
35961,AL HUNTSVILLE,CENTRAL
30537,GA ATLANTA NORTH,SOUTH
29657,SC GREENVILLE,SOUTH
11218,NY BROOKLYN,NORTH
7032,NJ NORTHERN,NORTH
22508,VA ALEXANDRIA,EAST
40515,KY LOUISVILLE,EAST
24266,TN KNOXVILLE,CENTRAL
92845,CA IRVINE,WEST
36617,LA NEW ORLEANS,SOUTH
32054,FL TALLAHASSEE,SOUTH
6117,CT HARTFORD,EAST
93460,CA SAN JOSE,WEST
43119,PA PITTSBURGH,EAST
30533,GA ATLANTA NORTH,SOUTH
79905,TX EL PASO,CENTRAL
79756,TX EL PASO,CENTRAL
94104,CA SAN FRANCISCO EAST,WEST
95003,CA SAN JOSE,WEST
11968,NY LONG ISLAND EAST,NORTH
28391,NC WILMINGTON,EAST
26757,MD BETHESDA SOUTH,EAST
29691,SC GREENVILLE,SOUTH
48114,MI DETROIT,EAST
7660,NJ HACKENSACK,NORTH
89434,CA SACRAMENTO,WEST
37825,TN KNOXVILLE,CENTRAL
18505,NY WESTCHESTER,EAST
6518,CT BRIDGEPORT,EAST
10004,NY MANHATTAN,NORTH
28312,NC WILMINGTON,EAST
46201,IN INDIANAPOLIS NORTH,EAST
6850,NY WESTCHESTER,EAST
60652,IN INDIANAPOLIS NORTH,EAST
85137,AZ ARIZONA,WEST
33624,FL TAMPA,SOUTH
92415,CA RIVERSIDE,WEST
95988,CA SAN FRANCISCO EAST,WEST
34691,FL TAMPA,SOUTH
60141,IN INDIANAPOLIS NORTH,EAST
85631,AZ ARIZONA,WEST
95123,CA SAN JOSE,WEST
20003,MD BETHESDA SOUTH,EAST
21144,MD BETHESDA SOUTH,EAST
37774,TN KNOXVILLE,CENTRAL
2066,CT HARTFORD,EAST
11730,NY LONG ISLAND EAST,NORTH
70706,LA NEW ORLEANS,SOUTH
73117,OK OKLAHOMA CITY,CENTRAL
38106,TN NASHVILLE,CENTRAL
28209,NC CHARLOTTE,SOUTH
7457,NJ HACKENSACK,NORTH
45429,KY LOUISVILLE,EAST
18507,NY WESTCHESTER,EAST
48223,MI DETROIT,EAST
11565,NY LONG ISLAND WEST,NORTH
28216,NC CHARLOTTE,SOUTH
19355,PA PHILADELPHIA SOUTH,NORTH
44132,PA PITTSBURGH,EAST
46225,IN INDIANAPOLIS NORTH,EAST
7419,NJ HACKENSACK,NORTH
60448,IN INDIANAPOLIS NORTH,EAST
39730,AL HUNTSVILLE,CENTRAL
80302,CO SOUTH,WEST
19605,PA PHILADELPHIA SOUTH,NORTH
89005,NV LAS VEGAS,WEST
30354,GA ATLANTA SOUTH,SOUTH
75065,TX IRVING,CENTRAL
7069,NJ CENTRAL,NORTH
32340,FL TALLAHASSEE,SOUTH
79922,TX EL PASO,CENTRAL
33592,FL TAMPA,SOUTH
40245,KY LOUISVILLE,EAST
42086,KY LOUISVILLE,EAST
90603,CA LONG BEACH,WEST
36507,LA NEW ORLEANS,SOUTH
36541,LA NEW ORLEANS,SOUTH
38128,TN NASHVILLE,CENTRAL
60060,IN INDIANAPOLIS NORTH,EAST
25177,KY LOUISVILLE,EAST
89451,CA SACRAMENTO,WEST
95404,CA SAN FRANCISCO EAST,WEST
6110,CT HARTFORD,EAST
80219,CO SOUTH,WEST
8242,NJ SOUTHERN,NORTH
93703,CA CENTRAL,WEST
76262,TX FORT WORTH,CENTRAL
19034,PA PHILADELPHIA NORTH,NORTH
29624,SC GREENVILLE,SOUTH
80433,CO SOUTH,WEST
76367,TX FORT WORTH,CENTRAL
91335,CA LOS ANGELES NORTH,WEST
36607,LA NEW ORLEANS,SOUTH
68116,MO KANSAS CITY,CENTRAL
68434,MO KANSAS CITY,CENTRAL
30339,GA ATLANTA NORTH,SOUTH
49036,MI DETROIT,EAST
66614,MO KANSAS CITY,CENTRAL
90701,CA LONG BEACH,WEST
96093,CA SAN FRANCISCO EAST,WEST
95203,CA SAN JOSE,WEST
6880,NY WESTCHESTER,EAST
30338,GA ATLANTA NORTH,SOUTH
24248,TN KNOXVILLE,CENTRAL
95249,CA SAN JOSE,WEST
90062,CA LONG BEACH,WEST
95131,CA SAN JOSE,WEST
19103,PA PHILADELPHIA SOUTH,NORTH
46970,IN INDIANAPOLIS NORTH,EAST
10470,NY BRONX,NORTH
75455,TX DALLAS,CENTRAL
64402,MO KANSAS CITY,CENTRAL
35234,AL BIRMINGHAM,SOUTH
7645,NJ HACKENSACK,NORTH
15037,PA PITTSBURGH,EAST
33432,FL WEST PALM BEACH,SOUTH
48092,MI DETROIT,EAST
32226,FL JACKSONVILLE,SOUTH
64429,MO KANSAS CITY,CENTRAL
2142,CT HARTFORD,EAST
95030,CA SAN JOSE,WEST
78263,TX AUSTIN,CENTRAL
60085,IN INDIANAPOLIS NORTH,EAST
44280,PA PITTSBURGH,EAST
33472,FL WEST PALM BEACH,SOUTH
46013,IN INDIANAPOLIS NORTH,EAST
76266,TX FORT WORTH,CENTRAL
93212,CA CENTRAL,WEST
28270,NC CHARLOTTE,SOUTH
91362,CA LOS ANGELES NORTH,WEST
77037,TX HOUSTON NORTH,CENTRAL
90220,CA LONG BEACH,WEST
10522,NY BRONX,NORTH
10607,NY BRONX,NORTH
48237,MI DETROIT,EAST
20015,MD BETHESDA SOUTH,EAST
45039,KY LOUISVILLE,EAST
95776,CA SACRAMENTO,WEST
81324,CO SOUTH,WEST
33980,FL TAMPA,SOUTH
14437,NY BUFFALO,EAST
42276,KY LOUISVILLE,EAST
45213,KY LOUISVILLE,EAST
92106,CA SAN DIEGO,WEST
6001,CT HARTFORD,EAST
31096,GA ATLANTA SOUTH,SOUTH
44050,PA PITTSBURGH,EAST
32909,FL WEST PALM BEACH,SOUTH
15203,PA PITTSBURGH,EAST
76182,TX FORT WORTH,CENTRAL
7059,NJ CENTRAL,NORTH
41311,KY LOUISVILLE,EAST
28079,NC CHARLOTTE,SOUTH
74859,OK OKLAHOMA CITY,CENTRAL
14202,NY BUFFALO,EAST
94062,CA SAN JOSE,WEST
45067,KY LOUISVILLE,EAST
43112,PA PITTSBURGH,EAST
34142,FL MIAMI,SOUTH
2494,CT HARTFORD,EAST
85324,AZ ARIZONA,WEST
10027,NY MANHATTAN,NORTH
23223,VA ALEXANDRIA,EAST
37756,TN KNOXVILLE,CENTRAL
37130,TN NASHVILLE,CENTRAL
36545,LA NEW ORLEANS,SOUTH
85546,AZ ARIZONA,WEST
42748,KY LOUISVILLE,EAST
78642,TX AUSTIN,CENTRAL
28395,NC WILMINGTON,EAST
92549,CA RIVERSIDE,WEST
35096,AL HUNTSVILLE,CENTRAL
75935,TX DALLAS,CENTRAL
39367,LA NEW ORLEANS,SOUTH
7716,NJ CENTRAL,NORTH
32927,FL WEST PALM BEACH,SOUTH
11783,NY LONG ISLAND WEST,NORTH
7306,NJ NORTHERN,NORTH
28782,SC GREENVILLE,SOUTH
51104,MO KANSAS CITY,CENTRAL
72842,OK OKLAHOMA CITY,CENTRAL
7075,NJ HACKENSACK,NORTH
34113,FL MIAMI,SOUTH
23860,VA ALEXANDRIA,EAST
18337,NY WESTCHESTER,EAST
78214,TX AUSTIN,CENTRAL
28604,NC CHARLOTTE,SOUTH
8882,NJ CENTRAL,NORTH
10980,NY WESTCHESTER,EAST
36265,AL HUNTSVILLE,CENTRAL
80020,CO SOUTH,WEST
28001,NC CHARLOTTE,SOUTH
8046,NJ SOUTHERN,NORTH
80621,CO SOUTH,WEST
30108,GA ATLANTA SOUTH,SOUTH
30813,SC GREENVILLE,SOUTH
30624,SC GREENVILLE,SOUTH
41647,KY LOUISVILLE,EAST
80905,CO SOUTH,WEST
2364,CT HARTFORD,EAST
11590,NY LONG ISLAND WEST,NORTH
30220,GA ATLANTA SOUTH,SOUTH
92058,CA SAN DIEGO,WEST
37356,AL HUNTSVILLE,CENTRAL
93234,CA CENTRAL,WEST
75041,TX DALLAS,CENTRAL
76114,TX FORT WORTH,CENTRAL
37708,TN KNOXVILLE,CENTRAL
35049,AL HUNTSVILLE,CENTRAL
29655,SC GREENVILLE,SOUTH
22151,VA ALEXANDRIA,EAST
20005,MD BETHESDA SOUTH,EAST
79103,TX EL PASO,CENTRAL
16504,NY BUFFALO,EAST
29692,SC GREENVILLE,SOUTH
79556,TX FORT WORTH,CENTRAL
8096,NJ SOUTHERN,NORTH
11096,NY LONG ISLAND WEST,NORTH
45315,KY LOUISVILLE,EAST
37381,TN KNOXVILLE,CENTRAL
60491,IN INDIANAPOLIS NORTH,EAST
50138,MO KANSAS CITY,CENTRAL
95454,CA SAN FRANCISCO EAST,WEST
50864,MO KANSAS CITY,CENTRAL
48910,MI DETROIT,EAST
1756,CT HARTFORD,EAST
21031,MD BETHESDA SOUTH,EAST
33070,FL MIAMI,SOUTH
45405,KY LOUISVILLE,EAST
72944,OK OKLAHOMA CITY,CENTRAL
2067,CT HARTFORD,EAST
37938,TN KNOXVILLE,CENTRAL
32707,FL ORLANDO,SOUTH
78003,TX AUSTIN,CENTRAL
20745,MD BETHESDA SOUTH,EAST
7310,NJ NORTHERN,NORTH
35043,AL BIRMINGHAM,SOUTH
28573,NC WILMINGTON,EAST
8247,NJ SOUTHERN,NORTH
76443,TX FORT WORTH,CENTRAL
78737,TX AUSTIN,CENTRAL
37862,TN KNOXVILLE,CENTRAL
35040,AL BIRMINGHAM,SOUTH
19968,PA PHILADELPHIA SOUTH,NORTH
44730,PA PITTSBURGH,EAST
15068,PA PITTSBURGH,EAST
32615,FL TALLAHASSEE,SOUTH
60418,IN INDIANAPOLIS NORTH,EAST
18059,PA PHILADELPHIA NORTH,NORTH
77868,TX HOUSTON NORTH,CENTRAL
29729,NC CHARLOTTE,SOUTH
33433,FL WEST PALM BEACH,SOUTH
77474,TX AUSTIN,CENTRAL
16127,PA PITTSBURGH,EAST
90803,CA LONG BEACH,WEST
44615,PA PITTSBURGH,EAST
22940,VA ALEXANDRIA,EAST
29418,FL JACKSONVILLE,SOUTH
30680,SC GREENVILLE,SOUTH
31329,FL JACKSONVILLE,SOUTH
28444,NC WILMINGTON,EAST
77502,TX HOUSTON NORTH,CENTRAL
77318,TX HOUSTON NORTH,CENTRAL
33179,FL MIAMI,SOUTH
48208,MI DETROIT,EAST
75023,TX IRVING,CENTRAL
7747,NJ CENTRAL,NORTH
41169,KY LOUISVILLE,EAST
40229,KY LOUISVILLE,EAST
45311,KY LOUISVILLE,EAST
66043,MO KANSAS CITY,CENTRAL
21029,MD BETHESDA SOUTH,EAST
91320,CA LOS ANGELES NORTH,WEST
20151,VA ALEXANDRIA,EAST
28638,NC CHARLOTTE,SOUTH
32825,FL ORLANDO,SOUTH
33126,FL MIAMI,SOUTH
8104,NJ SOUTHERN,NORTH
95334,CA SAN JOSE,WEST
46516,IN INDIANAPOLIS NORTH,EAST
22202,VA ALEXANDRIA,EAST
47119,KY LOUISVILLE,EAST
14063,NY BUFFALO,EAST
20695,MD BETHESDA SOUTH,EAST
90245,CA LONG BEACH,WEST
6096,CT HARTFORD,EAST
52531,MO KANSAS CITY,CENTRAL
6702,CT BRIDGEPORT,EAST
44710,PA PITTSBURGH,EAST
46614,IN INDIANAPOLIS NORTH,EAST
2129,CT HARTFORD,EAST
6762,CT BRIDGEPORT,EAST
21158,MD BETHESDA SOUTH,EAST
27924,NC RALEIGH,EAST
87108,TX EL PASO,CENTRAL
8087,NJ SOUTHERN,NORTH
33027,FL MIAMI,SOUTH
44314,PA PITTSBURGH,EAST
74301,OK OKLAHOMA CITY,CENTRAL
92311,CA RIVERSIDE,WEST
41760,KY LOUISVILLE,EAST
16686,PA PITTSBURGH,EAST
1876,CT HARTFORD,EAST
76664,TX DALLAS,CENTRAL
24327,TN KNOXVILLE,CENTRAL
22405,VA ALEXANDRIA,EAST
46163,IN INDIANAPOLIS NORTH,EAST
48185,MI DETROIT,EAST
75656,TX DALLAS,CENTRAL
74467,OK OKLAHOMA CITY,CENTRAL
45502,KY LOUISVILLE,EAST
47025,KY LOUISVILLE,EAST
32424,FL TALLAHASSEE,SOUTH
73064,OK OKLAHOMA CITY,CENTRAL
76177,TX FORT WORTH,CENTRAL
42167,KY LOUISVILLE,EAST
6254,CT HARTFORD,EAST
32814,FL ORLANDO,SOUTH
29575,NC WILMINGTON,EAST
36832,AL BIRMINGHAM,SOUTH
85650,AZ ARIZONA,WEST
93023,CA LOS ANGELES NORTH,WEST
8902,NJ CENTRAL,NORTH
12027,NY WESTCHESTER,EAST
70535,LA NEW ORLEANS,SOUTH
11949,NY LONG ISLAND EAST,NORTH
76426,TX FORT WORTH,CENTRAL
33901,FL MIAMI,SOUTH
27959,NC RALEIGH,EAST
7432,NJ HACKENSACK,NORTH
85207,AZ ARIZONA,WEST
7803,NJ HACKENSACK,NORTH
74880,OK OKLAHOMA CITY,CENTRAL
87104,TX EL PASO,CENTRAL
1109,CT BRIDGEPORT,EAST
48040,MI DETROIT,EAST
70764,LA NEW ORLEANS,SOUTH
94028,CA SAN JOSE,WEST
2859,CT HARTFORD,EAST
10965,NY WESTCHESTER,EAST
94123,CA SAN FRANCISCO EAST,WEST
95678,CA SACRAMENTO,WEST
77040,TX HOUSTON NORTH,CENTRAL
48461,MI DETROIT,EAST
16823,PA PITTSBURGH,EAST
76574,TX AUSTIN,CENTRAL
77707,TX HOUSTON NORTH,CENTRAL
2767,CT HARTFORD,EAST
40505,KY LOUISVILLE,EAST
11727,NY LONG ISLAND EAST,NORTH
75647,TX DALLAS,CENTRAL
75559,TX DALLAS,CENTRAL
6422,CT HARTFORD,EAST
87532,TX EL PASO,CENTRAL
33141,FL MIAMI,SOUTH
6078,CT HARTFORD,EAST
76005,TX FORT WORTH,CENTRAL
46807,IN INDIANAPOLIS NORTH,EAST
31791,GA ATLANTA SOUTH,SOUTH
717,FL MIAMI,SOUTH
6112,CT HARTFORD,EAST
29365,SC GREENVILLE,SOUTH
31780,GA ATLANTA SOUTH,SOUTH
2360,CT HARTFORD,EAST
22942,VA ALEXANDRIA,EAST
95624,CA SACRAMENTO,WEST
18051,PA PHILADELPHIA NORTH,NORTH
74337,OK OKLAHOMA CITY,CENTRAL
73801,OK OKLAHOMA CITY,CENTRAL
21221,MD BETHESDA SOUTH,EAST
30315,GA ATLANTA SOUTH,SOUTH
12549,NY WESTCHESTER,EAST
48320,MI DETROIT,EAST
73069,OK OKLAHOMA CITY,CENTRAL
8757,NJ CENTRAL,NORTH
30555,GA ATLANTA NORTH,SOUTH
45238,KY LOUISVILLE,EAST
1887,CT HARTFORD,EAST
16226,PA PITTSBURGH,EAST
13152,NY BUFFALO,EAST
44026,PA PITTSBURGH,EAST
18706,NY WESTCHESTER,EAST
43229,PA PITTSBURGH,EAST
